Call_ID,Call_Date,Call_Start_Time,Call_End_Time,Call_Duration_Min,Call_Reason,Call_Channel,Sentiment,CSAT_Score,SLA_Target_Min,SLA_Status,State,City,Agent_ID,Call_Center_ID
C010444,04-11-24,04-11-24 12:00,04-11-24 12:10,10,Service Issues,Call Center,Neutral,3,15,Within SLA,IL,Chicago,A083,CC03
C010445,18-03-24,18-03-24 14:00,18-03-24 14:09,9,Payment Issue,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A040,CC02
C010446,09-01-24,09-01-24 13:00,09-01-24 13:13,13,Power Outage,Email,Negative,3,15,Within SLA,IL,Chicago,A071,CC03
C010447,22-06-24,22-06-24 8:00,22-06-24 8:01,1,Billing Question,Email,Neutral,4,15,Within SLA,TX,Dallas,A062,CC02
C010448,19-04-24,19-04-24 9:00,19-04-24 9:21,21,Power Outage,Chatbot,Negative,4,15,SLA Violated,TX,Dallas,A056,CC02
C010449,02-01-24,02-01-24 8:00,02-01-24 8:17,17,Power Outage,Chatbot,Neutral,5,15,SLA Violated,CA,Los Angeles,A137,CC04
C010450,17-03-24,17-03-24 12:00,17-03-24 12:14,14,Billing Question,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A061,CC02
C010451,27-04-24,27-04-24 16:00,27-04-24 16:21,21,Billing Question,Call Center,Negative,4,15,SLA Violated,TX,Dallas,A061,CC02
C010452,12-04-24,12-04-24 19:00,12-04-24 19:18,18,Billing Question,Call Center,Neutral,5,15,SLA Violated,IL,Chicago,A101,CC03
C010453,28-06-24,28-06-24 16:00,28-06-24 16:25,25,Billing Question,Call Center,Neutral,4,15,SLA Violated,TX,Dallas,A038,CC02
C010454,05-04-24,05-04-24 10:00,05-04-24 10:26,26,Power Outage,Call Center,Neutral,5,15,SLA Violated,CA,Los Angeles,A108,CC04
C010455,02-08-24,02-08-24 18:00,02-08-24 18:22,22,Service Issues,Call Center,Neutral,4,15,SLA Violated,NY,New York,A013,CC01
C010456,04-11-24,04-11-24 16:00,04-11-24 16:20,20,Service Issues,Call Center,Negative,3,15,SLA Violated,CA,Los Angeles,A110,CC04
C010457,09-03-24,09-03-24 18:00,09-03-24 18:07,7,Billing Question,Call Center,Negative,3,15,Within SLA,NY,New York,A031,CC01
C010458,05-06-24,05-06-24 17:00,05-06-24 17:08,8,Billing Question,Chatbot,Neutral,4,15,Within SLA,CA,Los Angeles,A113,CC04
C010459,03-08-24,03-08-24 17:00,03-08-24 17:03,3,Billing Question,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A137,CC04
C010460,20-10-24,20-10-24 15:00,20-10-24 15:06,6,Payment Issue,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A060,CC02
C010461,03-12-24,03-12-24 11:00,03-12-24 11:19,19,Power Outage,Web Form,Negative,4,15,SLA Violated,CA,Los Angeles,A122,CC04
C010462,08-06-24,08-06-24 10:00,08-06-24 10:22,22,Power Outage,Call Center,Negative,3,15,SLA Violated,IL,Chicago,A090,CC03
C010463,26-04-24,26-04-24 10:00,26-04-24 10:32,32,Power Outage,Chatbot,Negative,4,15,SLA Violated,IL,Chicago,A104,CC03
C010464,30-07-24,30-07-24 15:00,30-07-24 15:13,13,Service Issues,Email,Neutral,3,15,Within SLA,NY,New York,A022,CC01
C010465,22-04-24,22-04-24 14:00,22-04-24 14:07,7,Billing Question,Call Center,Positive,4,15,Within SLA,TX,Dallas,A041,CC02
C010466,05-12-24,05-12-24 18:00,05-12-24 18:09,9,Billing Question,Call Center,Negative,4,15,Within SLA,TX,Dallas,A063,CC02
C010467,05-11-24,05-11-24 11:00,05-11-24 11:18,18,Power Outage,Call Center,Negative,4,15,SLA Violated,TX,Dallas,A064,CC02
C010468,09-03-24,09-03-24 9:00,09-03-24 9:17,17,Billing Question,Call Center,Negative,5,15,SLA Violated,IL,Chicago,A098,CC03
C010469,04-03-24,04-03-24 19:00,04-03-24 19:06,6,Payment Issue,Call Center,Neutral,3,15,Within SLA,CA,Los Angeles,A131,CC04
C010470,28-05-24,28-05-24 11:00,28-05-24 11:03,3,Billing Question,Call Center,Positive,5,15,Within SLA,CA,Los Angeles,A118,CC04
C010471,01-01-24,01-01-24 11:00,01-01-24 11:12,12,New Connection,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A068,CC02
C010472,26-04-24,26-04-24 13:00,26-04-24 13:11,11,Billing Question,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A058,CC02
C010473,27-05-24,27-05-24 17:00,27-05-24 17:20,20,Service Issues,Call Center,Negative,5,15,SLA Violated,IL,Chicago,A073,CC03
C010474,08-09-24,08-09-24 16:00,08-09-24 16:22,22,New Connection,Call Center,Positive,5,15,SLA Violated,TX,Dallas,A052,CC02
C010475,09-08-24,09-08-24 19:00,09-08-24 19:21,21,Service Issues,Chatbot,Neutral,2,15,SLA Violated,IL,Chicago,A099,CC03
C010476,05-06-24,05-06-24 18:00,05-06-24 18:24,24,Billing Question,Chatbot,Neutral,3,15,SLA Violated,NY,New York,A010,CC01
C010477,06-08-24,06-08-24 16:00,06-08-24 16:18,18,Power Outage,Call Center,Neutral,5,15,SLA Violated,CA,Los Angeles,A139,CC04
C010478,11-04-24,11-04-24 12:00,11-04-24 12:18,18,Power Outage,Call Center,Negative,2,15,SLA Violated,NY,New York,A005,CC01
C010479,17-08-24,17-08-24 10:00,17-08-24 10:18,18,Service Issues,Call Center,Negative,4,15,SLA Violated,TX,Dallas,A051,CC02
C010480,02-04-24,02-04-24 11:00,02-04-24 11:09,9,Billing Question,Call Center,Neutral,4,15,Within SLA,NY,New York,A011,CC01
C010481,09-10-24,09-10-24 17:00,09-10-24 17:29,29,Service Issues,Chatbot,Negative,5,15,SLA Violated,IL,Chicago,A098,CC03
C010482,27-08-24,27-08-24 19:00,27-08-24 19:15,15,Power Outage,Call Center,Negative,4,15,Within SLA,IL,Chicago,A075,CC03
C010483,02-03-24,02-03-24 19:00,02-03-24 19:09,9,Billing Question,Chatbot,Neutral,2,15,Within SLA,NY,New York,A009,CC01
C010484,05-07-24,05-07-24 13:00,05-07-24 13:07,7,Billing Question,Chatbot,Neutral,4,15,Within SLA,TX,Dallas,A070,CC02
C010485,28-10-24,28-10-24 11:00,28-10-24 11:19,19,Service Issues,Call Center,Negative,2,15,SLA Violated,IL,Chicago,A079,CC03
C010486,26-11-24,26-11-24 14:00,26-11-24 14:08,8,New Connection,Call Center,Positive,3,15,Within SLA,CA,Los Angeles,A129,CC04
C010487,15-09-24,15-09-24 19:00,15-09-24 19:04,4,Billing Question,Call Center,Positive,3,15,Within SLA,TX,Dallas,A064,CC02
C010488,30-12-24,30-12-24 12:00,30-12-24 12:00,0,Billing Question,Call Center,Positive,3,15,Within SLA,TX,Dallas,A062,CC02
C010489,30-07-24,30-07-24 18:00,30-07-24 18:08,8,Billing Question,Chatbot,Negative,3,15,Within SLA,CA,Los Angeles,A123,CC04
C010490,31-03-24,31-03-24 11:00,31-03-24 11:12,12,Power Outage,Call Center,Negative,4,15,Within SLA,NY,New York,A002,CC01
C010491,03-07-24,03-07-24 11:00,03-07-24 11:36,36,Power Outage,Call Center,Negative,4,15,SLA Violated,NY,New York,A002,CC01
C010492,20-01-24,20-01-24 18:00,20-01-24 18:19,19,Payment Issue,Call Center,Neutral,4,15,SLA Violated,CA,Los Angeles,A140,CC04
C010493,25-01-24,25-01-24 8:00,25-01-24 8:11,11,Billing Question,Call Center,Negative,3,15,Within SLA,IL,Chicago,A085,CC03
C010494,21-04-24,21-04-24 9:00,21-04-24 9:16,16,Billing Question,Call Center,Neutral,5,15,SLA Violated,IL,Chicago,A087,CC03
C010495,06-03-24,06-03-24 12:00,06-03-24 12:05,5,Account Cancellation,Call Center,Neutral,2,15,Within SLA,TX,Dallas,A047,CC02
C010496,25-09-24,25-09-24 10:00,25-09-24 10:16,16,Power Outage,Call Center,Negative,3,15,SLA Violated,TX,Dallas,A068,CC02
C010497,15-09-24,15-09-24 10:00,15-09-24 10:18,18,Power Outage,Call Center,Negative,3,15,SLA Violated,NY,New York,A001,CC01
C010498,25-06-24,25-06-24 16:00,25-06-24 16:06,6,Payment Issue,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A135,CC04
C010499,02-01-24,02-01-24 11:00,02-01-24 11:12,12,Billing Question,Chatbot,Neutral,3,15,Within SLA,IL,Chicago,A080,CC03
C010500,06-03-24,06-03-24 18:00,06-03-24 18:22,22,Power Outage,Chatbot,Negative,5,15,SLA Violated,TX,Dallas,A059,CC02
C010501,18-10-24,18-10-24 15:00,18-10-24 15:23,23,Power Outage,Call Center,Negative,5,15,SLA Violated,CA,Los Angeles,A123,CC04
C010502,30-11-24,30-11-24 17:00,30-11-24 17:15,15,Payment Issue,Call Center,Neutral,3,15,Within SLA,IL,Chicago,A080,CC03
C010503,26-04-24,26-04-24 16:00,26-04-24 16:06,6,Billing Question,Call Center,Negative,3,15,Within SLA,NY,New York,A028,CC01
C010504,09-10-24,09-10-24 8:00,09-10-24 8:13,13,Account Cancellation,Call Center,Neutral,4,15,Within SLA,NY,New York,A033,CC01
C010505,04-06-24,04-06-24 8:00,04-06-24 8:20,20,Power Outage,Chatbot,Neutral,5,15,SLA Violated,CA,Los Angeles,A111,CC04
C010506,25-10-24,25-10-24 9:00,25-10-24 9:12,12,Power Outage,Web Form,Neutral,3,15,Within SLA,NY,New York,A014,CC01
C010507,27-10-24,27-10-24 14:00,27-10-24 14:08,8,Billing Question,Email,Negative,3,15,Within SLA,TX,Dallas,A045,CC02
C010508,10-06-24,10-06-24 18:00,10-06-24 18:08,8,Billing Question,Call Center,Positive,2,15,Within SLA,TX,Dallas,A041,CC02
C010509,18-10-24,18-10-24 19:00,18-10-24 19:33,33,Payment Issue,Chatbot,Neutral,4,15,SLA Violated,TX,Dallas,A043,CC02
C010510,10-07-24,10-07-24 19:00,10-07-24 19:16,16,Power Outage,Call Center,Negative,3,15,SLA Violated,CA,Los Angeles,A129,CC04
C010511,13-06-24,13-06-24 19:00,13-06-24 19:16,16,Power Outage,Chatbot,Negative,4,15,SLA Violated,CA,Los Angeles,A130,CC04
C010512,28-01-24,28-01-24 11:00,28-01-24 11:07,7,Billing Question,Email,Negative,2,15,Within SLA,TX,Dallas,A052,CC02
C010513,27-07-24,27-07-24 8:00,27-07-24 8:12,12,Billing Question,Chatbot,Positive,5,15,Within SLA,CA,Los Angeles,A125,CC04
C010514,22-10-24,22-10-24 15:00,22-10-24 15:11,11,Service Issues,Email,Negative,5,15,Within SLA,TX,Dallas,A047,CC02
C010515,01-08-24,01-08-24 15:00,01-08-24 15:14,14,Service Issues,Call Center,Negative,5,15,Within SLA,NY,New York,A006,CC01
C010516,17-08-24,17-08-24 17:00,17-08-24 17:20,20,Service Issues,Web Form,Negative,3,15,SLA Violated,NY,New York,A022,CC01
C010517,22-12-24,22-12-24 8:00,22-12-24 8:27,27,Power Outage,Call Center,Neutral,3,15,SLA Violated,CA,Los Angeles,A114,CC04
C010518,18-09-24,18-09-24 15:00,18-09-24 15:17,17,Power Outage,Call Center,Neutral,5,15,SLA Violated,NY,New York,A004,CC01
C010519,10-08-24,10-08-24 12:00,10-08-24 12:12,12,Service Issues,Call Center,Neutral,2,15,Within SLA,NY,New York,A012,CC01
C010520,27-10-24,27-10-24 8:00,27-10-24 8:21,21,Power Outage,Call Center,Negative,3,15,SLA Violated,CA,Los Angeles,A137,CC04
C010521,23-02-24,23-02-24 13:00,23-02-24 13:07,7,Billing Question,Email,Neutral,3,15,Within SLA,NY,New York,A001,CC01
C010522,02-04-24,02-04-24 15:00,02-04-24 15:05,5,Billing Question,Call Center,Positive,4,15,Within SLA,CA,Los Angeles,A140,CC04
C010523,11-05-24,11-05-24 8:00,11-05-24 8:44,44,Power Outage,Web Form,Negative,5,15,SLA Violated,IL,Chicago,A085,CC03
C010524,31-12-24,31-12-24 14:00,31-12-24 14:05,5,Billing Question,Call Center,Positive,3,15,Within SLA,IL,Chicago,A088,CC03
C010525,15-10-24,15-10-24 14:00,15-10-24 14:15,15,Payment Issue,Call Center,Neutral,2,15,Within SLA,CA,Los Angeles,A138,CC04
C010526,28-06-24,28-06-24 10:00,28-06-24 10:11,11,Service Issues,Email,Negative,3,15,Within SLA,IL,Chicago,A091,CC03
C010527,27-09-24,27-09-24 12:00,27-09-24 12:13,13,Power Outage,Email,Negative,5,15,Within SLA,IL,Chicago,A105,CC03
C010528,01-07-24,01-07-24 8:00,01-07-24 8:11,11,Service Issues,Call Center,Neutral,3,15,Within SLA,IL,Chicago,A080,CC03
C010529,09-06-24,09-06-24 14:00,09-06-24 14:17,17,Power Outage,Chatbot,Neutral,3,15,SLA Violated,IL,Chicago,A094,CC03
C010530,18-06-24,18-06-24 12:00,18-06-24 12:10,10,Payment Issue,Call Center,Neutral,5,15,Within SLA,NY,New York,A010,CC01
C010531,01-05-24,01-05-24 13:00,01-05-24 13:19,19,Billing Question,Call Center,Neutral,4,15,SLA Violated,TX,Dallas,A038,CC02
C010532,19-06-24,19-06-24 8:00,19-06-24 8:14,14,Billing Question,Chatbot,Negative,3,15,Within SLA,CA,Los Angeles,A108,CC04
C010533,30-09-24,30-09-24 15:00,30-09-24 15:06,6,Billing Question,Call Center,Positive,3,15,Within SLA,NY,New York,A035,CC01
C010534,01-11-24,01-11-24 8:00,01-11-24 8:01,1,New Connection,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A082,CC03
C010535,08-09-24,08-09-24 14:00,08-09-24 14:16,16,Billing Question,Email,Positive,4,15,SLA Violated,TX,Dallas,A039,CC02
C010536,16-04-24,16-04-24 9:00,16-04-24 9:03,3,Payment Issue,Call Center,Neutral,5,15,Within SLA,NY,New York,A014,CC01
C010537,09-06-24,09-06-24 10:00,09-06-24 10:17,17,Account Cancellation,Chatbot,Neutral,4,15,SLA Violated,TX,Dallas,A036,CC02
C010538,27-04-24,27-04-24 19:00,27-04-24 19:03,3,Billing Question,Chatbot,Negative,3,15,Within SLA,CA,Los Angeles,A114,CC04
C010539,14-02-24,14-02-24 8:00,14-02-24 8:03,3,Billing Question,Web Form,Positive,5,15,Within SLA,CA,Los Angeles,A110,CC04
C010540,17-08-24,17-08-24 10:00,17-08-24 10:06,6,Payment Issue,Email,Neutral,4,15,Within SLA,IL,Chicago,A096,CC03
C010541,10-01-24,10-01-24 8:00,10-01-24 8:21,21,Power Outage,Web Form,Neutral,3,15,SLA Violated,IL,Chicago,A103,CC03
C010542,01-09-24,01-09-24 18:00,01-09-24 18:15,15,Service Issues,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A042,CC02
C010543,07-08-24,07-08-24 14:00,07-08-24 14:02,2,Billing Question,Chatbot,Negative,5,15,Within SLA,TX,Dallas,A050,CC02
C010544,19-11-24,19-11-24 15:00,19-11-24 15:06,6,Payment Issue,Chatbot,Neutral,3,15,Within SLA,CA,Los Angeles,A136,CC04
C010545,06-08-24,06-08-24 9:00,06-08-24 9:13,13,Service Issues,Chatbot,Negative,4,15,Within SLA,NY,New York,A026,CC01
C010546,31-08-24,31-08-24 19:00,31-08-24 19:16,16,Power Outage,Call Center,Neutral,4,15,SLA Violated,NY,New York,A033,CC01
C010547,23-05-24,23-05-24 19:00,23-05-24 19:04,4,Billing Question,Email,Neutral,4,15,Within SLA,IL,Chicago,A086,CC03
C010548,06-09-24,06-09-24 8:00,06-09-24 8:03,3,Billing Question,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A139,CC04
C010549,18-08-24,18-08-24 18:00,18-08-24 18:10,10,Payment Issue,Call Center,Neutral,2,15,Within SLA,NY,New York,A017,CC01
C010550,27-03-24,27-03-24 11:00,27-03-24 11:18,18,Power Outage,Call Center,Neutral,5,15,SLA Violated,TX,Dallas,A057,CC02
C010551,25-09-24,25-09-24 14:00,25-09-24 14:11,11,Power Outage,Email,Neutral,4,15,Within SLA,TX,Dallas,A057,CC02
C010552,24-02-24,24-02-24 11:00,24-02-24 11:12,12,Account Cancellation,Web Form,Neutral,2,15,Within SLA,NY,New York,A010,CC01
C010553,01-06-24,01-06-24 8:00,01-06-24 8:08,8,Billing Question,Call Center,Negative,4,15,Within SLA,NY,New York,A019,CC01
C010554,01-05-24,01-05-24 9:00,01-05-24 9:00,0,Billing Question,Call Center,Positive,4,15,Within SLA,NY,New York,A009,CC01
C010555,11-06-24,11-06-24 19:00,11-06-24 19:18,18,Power Outage,Call Center,Negative,3,15,SLA Violated,NY,New York,A029,CC01
C010556,11-07-24,11-07-24 10:00,11-07-24 10:06,6,Account Cancellation,Chatbot,Negative,3,15,Within SLA,CA,Los Angeles,A127,CC04
C010557,16-10-24,16-10-24 14:00,16-10-24 14:01,1,Billing Question,Call Center,Negative,5,15,Within SLA,TX,Dallas,A044,CC02
C010558,27-08-24,27-08-24 19:00,27-08-24 19:17,17,Service Issues,Chatbot,Neutral,4,15,SLA Violated,NY,New York,A032,CC01
C010559,28-12-24,28-12-24 13:00,28-12-24 13:13,13,Service Issues,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A122,CC04
C010560,06-07-24,06-07-24 14:00,06-07-24 14:04,4,Billing Question,Call Center,Positive,3,15,Within SLA,IL,Chicago,A080,CC03
C010561,12-11-24,12-11-24 9:00,12-11-24 9:11,11,Payment Issue,Call Center,Neutral,3,15,Within SLA,NY,New York,A023,CC01
C010562,01-06-24,01-06-24 19:00,01-06-24 19:16,16,Service Issues,Call Center,Negative,5,15,SLA Violated,NY,New York,A020,CC01
C010563,29-02-24,29-02-24 19:00,29-02-24 19:08,8,Billing Question,Call Center,Positive,4,15,Within SLA,IL,Chicago,A093,CC03
C010564,20-01-24,20-01-24 8:00,20-01-24 8:03,3,Billing Question,Call Center,Positive,4,15,Within SLA,NY,New York,A006,CC01
C010565,16-09-24,16-09-24 8:00,16-09-24 8:14,14,Service Issues,Call Center,Negative,4,15,Within SLA,CA,Los Angeles,A128,CC04
C010566,25-01-24,25-01-24 15:00,25-01-24 15:11,11,Power Outage,Call Center,Negative,4,15,Within SLA,NY,New York,A031,CC01
C010567,04-11-24,04-11-24 12:00,04-11-24 12:14,14,Payment Issue,Email,Neutral,4,15,Within SLA,IL,Chicago,A087,CC03
C010568,26-03-24,26-03-24 9:00,26-03-24 9:11,11,Billing Question,Chatbot,Positive,4,15,Within SLA,IL,Chicago,A084,CC03
C010569,14-06-24,14-06-24 18:00,14-06-24 18:28,28,Account Cancellation,Call Center,Negative,4,15,SLA Violated,CA,Los Angeles,A107,CC04
C010570,16-10-24,16-10-24 9:00,16-10-24 9:03,3,Billing Question,Chatbot,Negative,4,15,Within SLA,CA,Los Angeles,A124,CC04
C010571,15-09-24,15-09-24 9:00,15-09-24 9:15,15,Service Issues,Call Center,Negative,2,15,Within SLA,NY,New York,A011,CC01
C010572,29-11-24,29-11-24 15:00,29-11-24 15:21,21,Billing Question,Call Center,Negative,3,15,SLA Violated,NY,New York,A026,CC01
C010573,22-09-24,22-09-24 19:00,22-09-24 19:16,16,Power Outage,Call Center,Neutral,5,15,SLA Violated,CA,Los Angeles,A116,CC04
C010574,18-04-24,18-04-24 16:00,18-04-24 16:22,22,Service Issues,Call Center,Neutral,4,15,SLA Violated,IL,Chicago,A081,CC03
C010575,02-10-24,02-10-24 10:00,02-10-24 10:15,15,Power Outage,Chatbot,Neutral,2,15,Within SLA,CA,Los Angeles,A131,CC04
C010576,07-12-24,07-12-24 18:00,07-12-24 18:08,8,New Connection,Call Center,Positive,4,15,Within SLA,NY,New York,A017,CC01
C010577,05-09-24,05-09-24 17:00,05-09-24 17:16,16,Power Outage,Call Center,Neutral,4,15,SLA Violated,IL,Chicago,A080,CC03
C010578,27-09-24,27-09-24 8:00,27-09-24 8:12,12,Payment Issue,Call Center,Neutral,5,15,Within SLA,CA,Los Angeles,A118,CC04
C010579,17-07-24,17-07-24 16:00,17-07-24 16:16,16,Power Outage,Call Center,Neutral,5,15,SLA Violated,TX,Dallas,A043,CC02
C010580,27-10-24,27-10-24 11:00,27-10-24 11:14,14,Power Outage,Chatbot,Negative,3,15,Within SLA,IL,Chicago,A087,CC03
C010581,25-12-24,25-12-24 8:00,25-12-24 8:06,6,Billing Question,Call Center,Negative,4,15,Within SLA,CA,Los Angeles,A119,CC04
C010582,28-01-24,28-01-24 19:00,28-01-24 19:01,1,Billing Question,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A045,CC02
C010583,09-02-24,09-02-24 10:00,09-02-24 10:03,3,Payment Issue,Chatbot,Neutral,3,15,Within SLA,TX,Dallas,A048,CC02
C010584,02-04-24,02-04-24 8:00,02-04-24 8:23,23,Power Outage,Call Center,Neutral,5,15,SLA Violated,TX,Dallas,A043,CC02
C010585,30-11-24,30-11-24 15:00,30-11-24 15:05,5,Billing Question,Call Center,Positive,3,15,Within SLA,TX,Dallas,A039,CC02
C010586,18-05-24,18-05-24 12:00,18-05-24 12:05,5,Billing Question,Call Center,Positive,3,15,Within SLA,CA,Los Angeles,A122,CC04
C010587,15-06-24,15-06-24 11:00,15-06-24 11:29,29,Power Outage,Call Center,Negative,2,15,SLA Violated,CA,Los Angeles,A132,CC04
C010588,14-07-24,14-07-24 13:00,14-07-24 13:09,9,Billing Question,Call Center,Negative,3,15,Within SLA,CA,Los Angeles,A138,CC04
C010589,22-05-24,22-05-24 11:00,22-05-24 11:17,17,Billing Question,Call Center,Neutral,5,15,SLA Violated,TX,Dallas,A053,CC02
C010590,13-07-24,13-07-24 16:00,13-07-24 16:04,4,Payment Issue,Chatbot,Neutral,5,15,Within SLA,NY,New York,A031,CC01
C010591,05-09-24,05-09-24 12:00,05-09-24 12:09,9,Billing Question,Call Center,Positive,4,15,Within SLA,NY,New York,A028,CC01
C010592,01-06-24,01-06-24 19:00,01-06-24 19:03,3,Billing Question,Email,Positive,4,15,Within SLA,NY,New York,A021,CC01
C010593,22-04-24,22-04-24 13:00,22-04-24 13:14,14,Power Outage,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A103,CC03
C010594,21-11-24,21-11-24 8:00,21-11-24 8:05,5,Account Cancellation,Chatbot,Neutral,4,15,Within SLA,IL,Chicago,A097,CC03
C010595,18-10-24,18-10-24 9:00,18-10-24 9:15,15,Billing Question,Call Center,Neutral,2,15,Within SLA,CA,Los Angeles,A118,CC04
C010596,21-01-24,21-01-24 8:00,21-01-24 8:10,10,Billing Question,Chatbot,Positive,3,15,Within SLA,CA,Los Angeles,A122,CC04
C010597,07-12-24,07-12-24 14:00,07-12-24 14:08,8,Billing Question,Chatbot,Positive,3,15,Within SLA,CA,Los Angeles,A123,CC04
C010598,18-07-24,18-07-24 10:00,18-07-24 10:15,15,Payment Issue,Call Center,Neutral,5,15,Within SLA,CA,Los Angeles,A106,CC04
C010599,11-11-24,11-11-24 18:00,11-11-24 18:21,21,New Connection,Chatbot,Positive,4,15,SLA Violated,IL,Chicago,A089,CC03
C010600,16-12-24,16-12-24 12:00,16-12-24 12:11,11,Power Outage,Call Center,Negative,2,15,Within SLA,TX,Dallas,A054,CC02
C010601,22-05-24,22-05-24 9:00,22-05-24 9:14,14,Billing Question,Web Form,Neutral,3,15,Within SLA,TX,Dallas,A044,CC02
C010602,15-01-24,15-01-24 18:00,15-01-24 18:04,4,Billing Question,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A057,CC02
C010603,05-02-24,05-02-24 8:00,05-02-24 8:20,20,Service Issues,Call Center,Negative,5,15,SLA Violated,CA,Los Angeles,A130,CC04
C010604,05-03-24,05-03-24 18:00,05-03-24 18:03,3,Billing Question,Web Form,Negative,4,15,Within SLA,IL,Chicago,A072,CC03
C010605,25-01-24,25-01-24 10:00,25-01-24 10:12,12,Power Outage,Chatbot,Neutral,4,15,Within SLA,TX,Dallas,A055,CC02
C010606,30-10-24,30-10-24 15:00,30-10-24 15:15,15,Service Issues,Call Center,Negative,4,15,Within SLA,CA,Los Angeles,A136,CC04
C010607,17-02-24,17-02-24 18:00,17-02-24 18:23,23,Power Outage,Call Center,Neutral,4,15,SLA Violated,TX,Dallas,A037,CC02
C010608,27-10-24,27-10-24 11:00,27-10-24 11:11,11,Service Issues,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A063,CC02
C010609,19-05-24,19-05-24 8:00,19-05-24 8:37,37,Power Outage,Web Form,Negative,5,15,SLA Violated,NY,New York,A023,CC01
C010610,06-11-24,06-11-24 10:00,06-11-24 10:03,3,Billing Question,Email,Negative,5,15,Within SLA,TX,Dallas,A057,CC02
C010611,17-02-24,17-02-24 8:00,17-02-24 8:13,13,Power Outage,Call Center,Negative,3,15,Within SLA,NY,New York,A012,CC01
C010612,26-06-24,26-06-24 9:00,26-06-24 9:15,15,Billing Question,Call Center,Negative,5,15,Within SLA,IL,Chicago,A096,CC03
C010613,29-06-24,29-06-24 19:00,29-06-24 19:12,12,Billing Question,Call Center,Negative,4,15,Within SLA,NY,New York,A006,CC01
C010614,27-01-24,27-01-24 16:00,27-01-24 16:16,16,Billing Question,Call Center,Positive,5,15,SLA Violated,NY,New York,A012,CC01
C010615,30-05-24,30-05-24 17:00,30-05-24 17:02,2,Billing Question,Email,Neutral,5,15,Within SLA,IL,Chicago,A100,CC03
C010616,29-09-24,29-09-24 16:00,29-09-24 16:09,9,Billing Question,Chatbot,Neutral,2,15,Within SLA,IL,Chicago,A105,CC03
C010617,04-05-24,04-05-24 13:00,04-05-24 13:12,12,Power Outage,Email,Neutral,3,15,Within SLA,CA,Los Angeles,A118,CC04
C010618,18-02-24,18-02-24 11:00,18-02-24 11:03,3,Billing Question,Call Center,Negative,3,15,Within SLA,IL,Chicago,A090,CC03
C010619,01-01-24,01-01-24 19:00,01-01-24 19:33,33,Power Outage,Email,Negative,4,15,SLA Violated,IL,Chicago,A102,CC03
C010620,06-07-24,06-07-24 18:00,06-07-24 18:13,13,Service Issues,Call Center,Negative,5,15,Within SLA,IL,Chicago,A080,CC03
C010621,06-03-24,06-03-24 13:00,06-03-24 13:08,8,Billing Question,Call Center,Positive,3,15,Within SLA,IL,Chicago,A072,CC03
C010622,23-06-24,23-06-24 19:00,23-06-24 19:16,16,Power Outage,Call Center,Negative,3,15,SLA Violated,NY,New York,A002,CC01
C010623,27-11-24,27-11-24 13:00,27-11-24 13:04,4,New Connection,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A039,CC02
C010624,08-04-24,08-04-24 19:00,08-04-24 19:04,4,Billing Question,Call Center,Positive,4,15,Within SLA,TX,Dallas,A051,CC02
C010625,10-10-24,10-10-24 15:00,10-10-24 15:13,13,Power Outage,Email,Neutral,3,15,Within SLA,NY,New York,A032,CC01
C010626,01-10-24,01-10-24 13:00,01-10-24 13:04,4,Billing Question,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A036,CC02
C010627,18-04-24,18-04-24 13:00,18-04-24 13:15,15,Power Outage,Chatbot,Negative,4,15,Within SLA,TX,Dallas,A047,CC02
C010628,14-06-24,14-06-24 9:00,14-06-24 9:11,11,Billing Question,Email,Negative,3,15,Within SLA,IL,Chicago,A105,CC03
C010629,12-05-24,12-05-24 18:00,12-05-24 18:14,14,Power Outage,Web Form,Neutral,4,15,Within SLA,CA,Los Angeles,A127,CC04
C010630,14-06-24,14-06-24 9:00,14-06-24 9:16,16,Power Outage,Call Center,Neutral,4,15,SLA Violated,IL,Chicago,A088,CC03
C010631,26-02-24,26-02-24 16:00,26-02-24 16:17,17,New Connection,Call Center,Neutral,3,15,SLA Violated,CA,Los Angeles,A140,CC04
C010632,08-04-24,08-04-24 10:00,08-04-24 10:31,31,New Connection,Call Center,Neutral,4,15,SLA Violated,CA,Los Angeles,A122,CC04
C010633,24-03-24,24-03-24 15:00,24-03-24 15:17,17,Payment Issue,Call Center,Neutral,5,15,SLA Violated,IL,Chicago,A082,CC03
